4.52462	-6.29529
17.474	-6.14121
-36.1166	44.7436
-38.6337	37.5832
43.092	22.4667
-49.4847	-34.3487
17.7863	-34.3126
31.2037	27.8706
41.0439	30.777
-18.5768	22.0286
-40.1803	4.35566
20.3778	-18.2467
6.93955	-12.2609
27.7692	6.09061
-49.3441	35.8456
30.4657	46.2442
7.90011	-12.8852
-25.2216	19.6287
13.0877	25.7644
22.3428	-15.2089
7.17051	-11.1303
-48.9356	30.5012
27.1121	-40.5555
32.5313	11.2918
41.3868	44.6235
-41.5949	23.2662
-4.6029	49.8303
31.2996	48.3221
27.0866	-8.07948
33.3218	22.351
-17.8412	-9.05592
-30.4302	19.1255
-26.1938	-37.7237
-17.8791	24.8933
-4.79213	-47.0473
1.48337	0.103959
27.6045	-15.2332
8.74146	29.7251
33.3168	16.8115
-10.7684	23.6731
-31.1042	30.6774
-24.8502	20.9444
-33.9307	-25.351
22.0998	40.6351
-13.7035	8.60568
-40.2559	30.6905
-12.6277	13.4947
-43.9428	49.9763
17.0866	6.58992
31.6598	-43.3567
-6.49152	-21.0096
47.7279	-37.0083
-18.6038	26.087
-42.2542	-27.4396
-37.6373	0.891651
-31.8539	-45.902
38.6206	44.7032
22.1949	25.1538
-25.9555	-44.1489
-6.81608	14.1871
11.8167	-4.74091
-44.499	40.8906
6.722	15.494
15.833	11.9804
-0.707248	-8.98051
8.44748	-39.1173
-49.3909	9.73245
-29.5238	16.4537
-23.5478	4.35864
38.3452	25.9511
41.2722	43.2036
49.8705	23.3977
-44.4016	11.4164
23.2759	-19.7499
-8.28908	17.1958
49.8565	22.2571
16.8245	-41.9913
-29.8064	-8.21419
37.4358	46.5499
12.0845	-11.085
6.5598	27.0094
19.9919	48.6948
2.24951	24.9706
-14.7872	43.4872
-24.0251	-48.6561
-13.7663	37.5498
-18.9289	-19.7671
-40.9808	-33.1448
48.0197	11.1662
